Property Id,Property Name,"NYC Borough, Block and Lot (BBL)",NYC Building Identification Number (BIN),Address 1,City,Postal Code,ENERGY STAR Score,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Weather Normalized Site Electricity Intensity (kWh/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),National Median Source EUI (kBtu/ft²),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Electricity Use - Grid Purchase (kBtu),Electricity Use - Grid Purchase (kWh),Weather Normalized Site Electricity (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kWh)
11861638,AKAM - 176 Broadway,1-00065-0017,1001100,176 Broadway,New York,10038,60,50,54.6,57.7,58.6,9187959.7,9708705.0,7.0,100.1,102.5,107.3,16832002.3,17234795.8,4105511.2,1203256.4,1179141.6,1203257.0
2681849,DEPM 7532-3 - 78-11 Main St,4-06670-0001,4440143;4440145;4440148;4440150;4440149;4440146;4440142;4440147;4440153;4440154,78-11 Main Street,Queens,11367,36,50,121.4,130.9,110.9,14041121.2,15140393.0,3.3,148.1,157.4,135.2,17127720.7,18201745.5,1362596.3,399354.1,385920.7,399354.1
15569104,DEPM 1468 - 40 East End Avenue,1-01578-7504,1051137,40 East End Avenue,New York,10028,64,50,49.9,51.5,55.2,4735003.2,4886713.8,8.7,104.4,106.1,115.5,9901194.9,10060491.0,2816823.7,825563.7,825563.7,825563.8
21294031,AKAM - 455 Central Park West,1-01841-7503,1081578,455 Central Park West,New York,10025,10,50,85.2,89.3,62.5,18272457.7,19143887.5,10.2,152.0,154.9,111.5,32589319.5,33200721.1,7658993.7,2244722.4,2193876.7,2244723.0
3109191,DEPM 1624 - 812 Park Ave,1-01389-0038,1041660,812 Park Avenue,New York,10021,44,50,74.7,80.3,72.1,11971514.9,12868100.2,6.0,122.4,129.1,118.0,19598832.0,20677461.0,3296865.9,966256.0,966256.0,966256.1
4952044,AKAM - 221 West 82nd Street,1-01230-7501,1076247,221 West 82nd Street,New York,10024,25,50,84.9,91.1,71.8,13751732.6,14757377.4,5.8,123.7,130.2,104.6,20033048.3,21088975.3,3196416.6,936816.0,936816.0,936816.1
2718506,DEPM 1494-1 - 268-19 82nd Ave,4-08743-0102,4445478;4537965;4537966;4537967;4537968;4537969;4537970;4537971,268-19 82nd Avenue,Queens,11040,27,50,86.7,92.4,74.3,13756755.1,14662342.2,3.0,109.1,114.7,93.5,17312259.5,18204573.1,1638666.7,480265.7,470459.5,480265.7
19481752,AKAM - 759 President Street,3-00957-0062,3324959,759 President Street,Brooklyn,11215,5,50,116.0,126.0,77.1,3364737.7,3653019.9,6.5,160.7,171.1,106.7,4659340.2,4962036.6,643637.5,188639.3,188639.3,188639.4
4940502,ZARA - 87-87 171 Street,4-09827-0018,4210222,87-87 171 Street,Jamaica,11432,82,50,74.6,77.4,95.9,4675017.2,4849637.5,3.4,98.9,101.4,127.2,6200123.1,6353992.8,737917.2,216271.1,211333.7,216271.2
12051240,Stellar - 3430 Broadway,1-02071-0061,1061751,3430 Broadway,New York,10031,24,50,97.0,104.6,81.3,7059309.2,7611542.9,6.8,143.3,150.1,120.1,10429547.7,10921615.2,1728887.5,506707.9,492007.2,506707.9
2693054,DEPM 1286 - 45 Sutton Place South,1-01371-0014,1040721,45 Sutton Place South,New York,10022,81,50,52.0,55.6,65.8,25955980.7,27767781.8,4.2,86.5,89.6,109.5,43198277.9,44770085.4,7530845.5,2207164.3,2095605.6,2207165.0
4952497,AKAM - 350 East 62nd Street,1-01436-7502,1072390,350 East 62nd Street,New York,10065,3,50,136.7,144.0,87.1,9239210.4,9731730.6,10.8,206.7,212.8,131.7,13973787.0,14387848.2,2539765.4,744362.6,730709.8,744362.7
15568363,AKAM - 110 West 94th Street,1-01224-0038,1032539,110 West 94th Street,New York,10025,87,50,70.4,70.4,96.0,3729882.3,3729882.3,2.8,88.0,88.0,120.0,4663488.2,4663488.2,498789.8,146186.9,146186.9,146186.9
2665482,Stellar - 701 West 177th Street,1-02176-0074,1064272,701 West 177th Street,New York,10033,5,50,163.1,168.6,108.0,12233555.4,12646394.0,12.0,244.0,248.5,161.6,18298798.2,18634817.5,3116322.9,913341.9,897019.4,913342.0
3108432,DEPM 1536 - 950 Park Ave,1-01493-0037,1046671,950 Park Avenue,New York,10028,96,50,69.9,74.8,113.1,7253194.5,7760770.0,5.0,102.3,106.2,165.5,10617501.5,11020583.5,1836386.3,538214.0,520273.8,538214.0
4952611,AKAM - 885 West End Avenue,1-01890-0053,1057197,885 West End Avenue,New York,10025,86,50,70.2,76.3,94.8,7445224.3,8091942.9,3.6,95.8,101.6,129.3,10152201.0,10774878.2,1334123.2,391009.1,381567.2,391009.1
4951990,AKAM - 350 West 53rd Street,1-01043-7503,1025247;1025248,350 West 53rd Street,New York,10019,7,50,99.5,104.3,68.8,5234461.7,5485295.6,12.6,179.4,184.4,124.0,9438465.5,9701841.0,2252731.8,660237.8,660237.8,660237.9
6292400,ZARA - 162-20 LLC,4-09761-0048,4208883,162-20 89th Avenue,Queens,11432,95,50,75.3,79.0,117.0,3499489.1,3671640.2,3.0,97.2,100.8,151.0,4515319.6,4682137.6,480489.2,140823.3,138488.6,140823.3
6690535,Stellar - 2-4 West 111th Street,1-01594-0040,1051399,2-4 West 111th Street,New York,10026,1,50,198.1,209.0,76.1,5095693.2,5374596.8,18.9,321.6,332.4,123.6,8272709.6,8550660.7,1669846.7,489404.0,486909.0,489404.1
7055942,Stonehenge - 23-01 42nd Road,4-00425-0001,4617250,23-01 42nd Road,New York,11101,99,50,44.2,47.2,85.4,17279685.9,18451516.2,2.8,63.8,66.4,123.3,24949258.1,25956104.4,3888907.4,1139773.4,1102329.9,1139774.0
3116207,Regent Equities LLC,4-01581-0001,4039447,83-45 Broadway,Elmhurst,11373,59,50,84.5,88.1,89.9,16206894.9,16913385.9,4.1,111.6,114.3,118.9,21425770.4,21936871.1,2800915.4,820901.2,787586.4,820901.3
3108375,DEPM 1490 - 245 East 93rd St,1-01539-7501,1048918;1083288;1083289;1083287,245 East 93rd Street,New York,10128,67,50,63.1,66.5,71.1,38005294.4,40024627.1,4.7,96.0,97.9,108.1,57800003.9,58944826.7,10225397.1,2996892.1,2833523.1,2996892.0
3108042,DEPM 1442 - 1016 Fifth Ave,1-01494-0069,1046770,1016 Fifth Avenue,New York,10028,67,50,64.0,68.2,72.5,11588307.4,12353086.6,4.4,92.1,95.9,104.3,16668259.4,17366500.3,2769972.6,811832.4,799685.6,811832.5
20412420,AKAM - 1655 Flatbush Avenue,3-07579-0010,3206459,1655 Flatbush Avenue,Brooklyn,11210,31,50,100.5,104.7,88.9,72711497.3,75756814.7,3.8,128.4,132.4,113.6,92904175.9,95813971.2,9461202.1,2772919.4,2724721.8,2772920.0
20476077,President St. Condominium - The Mill,3-00444-7501,3347155,376 President Street,Brooklyn,11231,92,50,50.9,54.5,73.4,3707664.7,3971606.0,4.8,83.4,86.0,120.4,6083285.6,6267093.7,1251564.4,366812.5,351181.9,366812.5
3110829,DEPM 1918 - 175 East 74th St,1-01409-0033,1043089,175 East 74th Street,New York,10021,32,50,96.2,96.2,85.6,10871730.8,10871730.8,5.5,133.5,133.5,118.7,15083840.6,15083840.6,2104184.7,616701.2,616701.2,616701.3
3513340,AKAM - 137-139 West 25th St,1-00801-7501,1068241,137-139 West 25th Street,New York,10001,81,50,52.4,55.2,84.7,4320256.0,4548741.1,8.8,107.9,109.8,174.2,8890908.8,9051192.9,2526231.9,740396.1,728855.2,740396.2
2654691,DEPM 1386 - 377 Rector Place,1-00016-7501,1000061,377 Rector Place,New York,10280,71,50,69.5,72.7,80.8,15348859.7,16057897.0,5.3,107.0,108.1,124.3,23626334.8,23862959.4,4291447.0,1257751.0,1172695.8,1257751.0
3111724,DEPM 2820 - 408 East 79th St,1-01473-7504,1046037,408 East 79th Street,New York,10075,22,50,75.7,77.5,62.3,8506125.8,8708830.0,9.9,139.4,140.7,114.8,15667672.0,15819174.3,3849279.9,1128159.3,1117886.8,1128159.0
10894247,Progressive - 1426 Loring Avenue,3-04517-0001,3347342;3388331,1426 Loring Avenue,Brooklyn,11208,12,50,73.7,73.6,55.1,3507844.5,3502561.3,21.6,206.5,206.2,154.2,9821964.7,9807171.6,3507844.5,1028090.3,1026541.9,1028090.0
4407518,SW - 46-01 – 46-31 Skillman Avenue; 39-77 – 39-94 47th Street,4-00149-0001,4001430;4448557;4448558;4448559;4448562;4448560;4550186;4448561,46-01 – 46-31 Skillman Avenue; 39-77 – 39-94 47th Street,Queens,11104,10,50,119.5,128.9,86.9,8109163.8,8745260.6,6.1,162.9,171.7,118.5,11056135.8,11650066.4,1452293.6,425642.9,413254.5,425642.9
15568431,AKAM - 352 West 117th Street,1-01943-7501,1059036,352 West 117th Street,New York,10026,74,50,68.4,72.6,81.2,3106916.8,3298176.0,4.7,100.1,104.5,118.8,4547692.4,4748812.3,734531.3,215278.8,215328.6,215278.8
6811983,AKAM - 333-353 West 56th Street,1-01047-7501,1083734;1087148,333-353 West 56th Street,New York,10019,77,50,76.3,80.1,97.6,48169960.2,50550325.9,4.9,109.8,113.4,140.5,69340077.5,71583318.3,10720925.3,3142123.1,3099225.2,3142123.0
20982665,AKAM - 1701 Albemarle Road,3-05097-0120,3117085,1701 Albemarle Road,Brooklyn,11226,74,50,65.9,70.1,78.6,7040939.7,7485556.1,4.2,94.9,98.6,113.1,10136881.9,10528743.9,1567940.1,459536.9,446978.7,459537.0
4047230,Justin - 213 West 35 Street,1-00785-0029,1014428,213 West 35th Street,New York,10001,100,50,18.2,18.2,42.4,2984499.1,2984499.1,5.0,48.8,48.8,113.5,7981206.5,7981206.5,2769990.0,811837.5,811837.5,811837.6
4952360,AKAM - 317-321 East 50th Street,1-01343-7501,1039641,317-321 East 50th Street,New York,10022,78,50,71.7,78.2,88.0,7185943.2,7834664.7,3.2,95.1,101.3,116.7,9522777.5,10142348.3,1130021.2,331190.2,320875.9,331190.3
6694541,DEPM 7520 - 112 East 83rd Street,1-01511-0065,1047635,112 East 83rd Street,New York,10028,66,50,62.1,66.4,69.2,2488347.5,2660735.9,6.8,104.6,108.6,116.5,4187575.2,4347810.1,934301.7,273828.1,271543.3,273828.2
15568360,AKAM - 223-231 West 21st Street,1-00771-0023,1076137;1084990,231 West 21st Street,New York,10011,95,50,67.3,72.8,106.4,3138249.2,3396111.8,3.3,88.5,93.8,139.8,4123679.8,4370642.2,530623.0,155516.7,153309.7,155516.7
10894155,Progressive - 231 Steuben Street,5-02894-0001,5043579,231 Steuben Street,Staten Island,10304,74,50,62.2,64.8,73.9,8940459.9,9323549.8,5.4,100.0,100.3,118.9,14380512.4,14420035.9,2853159.7,836213.2,775466.1,836213.3
2750488,AKAM - 365 Bridge Street,3-02058-7501,3392184,365 Bridge Street,Brooklyn,11201,17,50,93.4,96.8,72.7,34259637.8,35516106.7,10.5,161.9,164.2,126.0,59385938.4,60245983.2,13379039.2,3921171.6,3844258.7,3921172.0
15569043,DEPM 2882 - 200 East 59th Street,1-01332-7501,1090608,200 East 59th Street,New York,10022,92,50,38.5,38.5,56.9,5883497.3,5883497.3,8.0,87.9,87.9,129.9,13439954.7,13439954.7,4149875.8,1216258.9,1216258.9,1216259.0
6616451,Harmit Realities 120 West 30th St,1-00805-0071,1015148,114-120 West 30th St,Manhattan,10001,45,50,54.7,54.7,51.9,2693429.3,2693302.4,7.5,102.1,102.1,96.7,5023638.5,5023283.2,1254593.0,367700.1,367662.9,367700.2
2684273,DEPM 2744 - 14 Prince St,1-00492-7501,1007413,14 Prince Street,New York,10012,41,50,78.2,82.4,74.0,3818071.5,4021858.5,7.5,127.8,131.3,120.9,6234748.8,6406043.9,1271870.7,372763.9,365615.8,372764.0
18305202,1420 Crotona Park East,2-02938-0009,2128905,1420 Crotona Park East,Bronx,10460,94,50,55.9,57.7,84.8,2019432.4,2085917.6,6.0,94.3,96.2,143.0,3407676.0,3477485.4,735584.0,215587.3,215587.3,215587.3
5876480,DEPM 2568 - 435 East 52nd Street,1-01364-0022,1040155,435 East 52nd Street,New York,10022,69,50,73.8,79.5,84.1,34259196.2,36904336.8,6.1,122.5,128.4,139.6,56840047.7,59612474.4,9860610.4,2889979.2,2814772.9,2889980.0
5876479,DEPM 2548 - 61 Jane Street,1-00626-0012,1011645,61 Jane Street,New York,10014,89,50,65.9,70.6,91.5,17635955.4,18889318.2,4.3,95.9,99.7,133.0,25646430.8,26678950.5,4073530.1,1193883.2,1146401.9,1193883.0
2679801,AKAM - 505 Court Street,3-00476-7501,3397571;3008141,505 Court Street,Brooklyn,11231,40,50,93.7,102.4,88.2,13943287.9,15243646.6,5.8,134.3,142.2,126.4,19985981.1,21160514.0,3054587.9,895248.4,863286.6,895248.5
6690541,Stellar - 1071 St. Nicholas Avenue,1-02122-0116,1062937,1071 St. Nicholas Avenue,New York,10032,17,50,117.9,127.4,93.5,3819533.0,4128403.5,4.9,153.2,163.2,121.4,4962503.1,5286817.2,543996.3,159436.2,159436.2,159436.2
6667549,AKAM - 424 East 57th Street,1-01368-0039,1040473,424 East 57th Street,New York,10022,69,50,76.1,83.4,87.0,2258105.7,2473400.2,4.1,104.3,112.0,119.3,3095629.4,3321688.7,414067.7,121356.3,121356.3,121356.3
20662110,DEPM 1916 - 983 Park Avenue,1-01512-0001,1047642,983 Park Avenue,New York,10028,89,50,56.6,61.1,79.2,11531190.0,12444714.5,4.9,87.8,91.7,123.0,17892891.5,18670407.3,3485114.4,1021428.5,997635.7,1021429.0
2674051,DEPM 1676 - 30 Beekman Pl,1-01362-0038,1040113,30 Beekman Place,New York,10022,89,50,54.3,54.3,76.5,3869456.9,3862607.0,3.0,73.2,72.9,103.2,5214275.5,5193762.9,728610.7,213543.6,211312.7,213543.6
4952370,AKAM - 333 East 57th Street,1-01350-0014,1040001,333 East 57th Street,New York,10022,86,50,49.7,53.2,66.9,5216509.6,5587053.5,3.0,76.5,80.2,102.9,8027404.4,8425688.4,1108522.7,324889.4,316172.7,324889.4
4945813,200 East 32nd Street-The Future Condominium,1-00912-7502,1077352,200 East 32nd Street,New York,10016,86,50,71.9,75.2,104.8,15353532.9,16061695.6,14.3,158.2,164.4,230.5,33777302.8,35105115.5,10089196.2,2956973.9,3054820.5,2956974.0
4952319,AKAM - 639 West End Avenue,1-01251-0054,1034101,639 West End Avenue,New York,10024,66,50,64.7,70.7,72.3,6100802.8,6669344.0,3.0,86.8,92.4,97.0,8186981.3,8716659.2,1017793.4,298298.1,287028.6,298298.2
2669141,SW - 80 Bennett Ave,1-02180-0173,1064437,80 Bennett Avenue,New York,10033,46,50,91.5,97.5,89.6,6555756.1,6989665.8,4.2,122.1,127.6,119.6,8748922.8,9140900.4,1065930.8,312406.4,301750.3,312406.5
3107154,DEPM 1160 - 1050 Park Ave,1-01498-0037,1046853,1050 Park Avenue,New York,10028,92,50,54.1,58.5,80.0,10964965.2,11850349.1,3.9,78.7,83.1,116.3,15943140.2,16837377.8,2714628.5,795612.0,795612.0,795612.1
4047230,Justin - 213 West 35 Street,1-00785-0029,1014428,213 West 35th Street,New York,10001,100,50,18.2,18.2,42.4,2984499.1,2984499.1,5.0,48.8,48.8,113.5,7981206.5,7981206.5,2769990.0,811837.5,811837.5,811837.6
5864835,AKAM - 4-74 48th Avenue,4-00018-0001,4000019,4-74 48th Avenue,Queens,11109,82,50,71.1,74.7,91.4,41015746.2,43095499.9,6.1,112.0,114.9,144.0,64583860.3,66255174.1,12295615.3,3603638.3,3517818.9,3603639.0
15568363,AKAM - 110 West 94th Street,1-01224-0038,1032539,110 West 94th Street,New York,10025,87,50,70.4,70.4,96.0,3729882.3,3729882.3,2.8,88.0,88.0,120.0,4663488.2,4663488.2,498789.8,146186.9,146186.9,146186.9
20662114,DEPM 1246 - 130 William Street,1-00077-7501,1090562,130 William Street,New York,10038,75,50,33.7,36.1,40.6,15122243.5,16169859.8,10.4,93.7,100.3,112.8,41993763.9,44927089.4,14923090.4,4373707.1,4680745.8,4373708.0
2665569,Stellar - 950 Underhill Ave,2-03670-0001,2022642,950 Underhill Avenue,Bronx,10473,88,50,62.3,65.6,85.8,15116285.2,15917795.4,4.0,90.3,92.9,124.5,21919915.2,22558903.1,3455894.7,1012864.7,978934.4,1012865.0
4940496,ZARA - 187-35 Hillside Avenue,4-09960-0005,4213409,187-35 Hillside Avenue,Jamaica,11432,33,50,95.6,99.2,85.8,6111986.6,6343464.1,6.0,137.4,140.2,123.3,8782162.5,8965834.5,1351186.6,396010.1,386065.5,396010.1
3109172,DEPM 1614 - 340 East 93rd St,1-01555-0023,1078668,340 East 93rd Street,New York,10128,57,50,77.4,81.7,81.4,28204886.6,29759102.2,4.3,108.1,111.3,113.7,39362728.3,40518886.6,5570055.6,1632489.7,1552809.9,1632490.0
15568362,zzzzAKAM - 464 West 44th Street,1-01053-7503,1087703,464 West 44th Street,New York,10036,13,50,100.4,104.1,73.8,6887979.3,7139200.3,11.0,171.8,175.0,126.2,11780763.9,12000700.6,2599077.5,761745.9,754402.9,761746.0
21294059,AKAM - 100 West 89th Street,1-01219-7501,1032320,100 West 89th Street,New York,10024,62,50,81.0,86.2,88.9,12805927.5,13627623.7,7.9,134.1,137.8,147.2,21196837.9,21789510.1,4428922.3,1298042.7,1252806.0,1298043.0
4949677,AKAM - 7-11 East 13th Street,1-00571-7501,1009403;1083135,7-11 East 13th Street,New York,10003,61,50,67.8,73.8,74.7,5374280.0,5844203.4,6.3,108.8,115.0,119.9,8620407.9,9113827.5,1701379.4,498645.7,498645.7,498645.8
4407519,SW - 118-80 Metropolitan Avenue,4-03322-0105,4079391,118-80 Metropolitan Avenue,Queens,11415,81,50,70.8,75.7,90.2,5104144.4,5458673.8,3.1,93.7,98.1,119.5,6758379.3,7074624.6,799444.4,234303.7,224923.3,234303.7
4952039,AKAM - 50 West 96th Street,1-01209-0053,1031740,50 West 96th Street,New York,10025,96,50,55.3,60.2,88.8,6415311.7,6980289.8,2.5,73.6,78.2,118.1,8528313.3,9060876.0,1024134.9,300156.7,289996.9,300156.8
10894153,Progressive - 55 Bowen Street,5-02877-0025,5043324,55 Bowen Street,Staten Island,10304,50,50,100.3,104.6,100.7,15555012.2,16232582.2,5.2,137.8,141.0,138.4,21381009.4,21875480.3,2884712.3,845460.7,809122.1,845460.8
2665877,Stonehenge - 235 West 48th Street,1-01020-0005,1076194,235 West 48th Street,New York,10016,23,50,101.3,105.3,83.3,43738933.4,45467342.4,7.9,154.9,157.6,127.4,66874842.3,68033489.4,11970835.5,3508450.8,3398555.9,3508451.0
11878619,AKAM - 211 West 71st Street,1-01163-7501,1030444,211 West 71st Street,New York,10023,71,50,65.7,70.8,76.1,4066492.8,4383747.8,5.8,103.7,109.1,120.1,6420844.1,6753961.8,1229158.1,360245.6,360245.6,360245.6
2694336,DEPM 2342 - 201 East 25th St,1-00906-0001,1019821,201 East 25th Street,New York,10010,8,50,99.9,99.6,70.4,19372804.2,19318882.6,8.4,155.2,154.4,109.5,30108644.5,29957664.2,5581257.2,1635772.7,1619969.2,1635773.0
2665761,DEPM 2462 - 16 Sutton Pl,1-01369-0026,1040544,16 Sutton Place,New York,10022,92,50,47.4,51.5,69.5,6156523.8,6697257.4,3.9,78.3,82.9,114.9,10178559.6,10779328.8,1749673.6,512799.9,503668.5,512800.0
6667547,AKAM - 324 Pearl Street,1-00106-7502,1001364,324 Pearl Street,New York,10038,62,50,82.8,87.4,90.3,3149735.4,3322013.2,6.0,124.2,127.3,135.4,4721504.2,4839052.5,808161.2,236858.5,226249.9,236858.5
9469622,O'brien's: 1321 Oak Point,2027690080,2006846,1321 Oak Point Ave,Bronx,10474,74,50,23.7,26.0,38.8,665515.6,731570.0,1.4,33.0,35.5,54.1,928133.7,997490.9,131052.8,38409.4,38409.4,38409.4
2803994,SW - 250 East 63rd Street,1-01417-0028,1043845,250 East 63rd Street,New York,10065,39,50,101.1,100.5,93.4,21099543.8,20981855.2,7.9,151.2,149.6,139.7,31567467.2,31237939.1,5716692.4,1675466.5,1640973.9,1675467.0
6616451,Harmit Realities 120 West 30th St,1-00805-0071,1015148,114-120 West 30th St,Manhattan,10001,45,50,54.7,54.7,51.9,2693429.3,2693302.4,7.5,102.1,102.1,96.7,5023638.5,5023283.2,1254593.0,367700.1,367662.9,367700.2
15568362,zzzzAKAM - 464 West 44th Street,1-01053-7503,1087703,464 West 44th Street,New York,10036,13,50,100.4,104.1,73.8,6887979.3,7139200.3,11.0,171.8,175.0,126.2,11780763.9,12000700.6,2599077.5,761745.9,754402.9,761746.0
2665626,Stellar - 90-10 34th Ave,4-01451-0001,4035711,90-10 34th Avenue,Queens,11372,33,50,125.9,137.2,113.4,9476974.0,10331438.2,5.7,163.6,173.4,147.4,12317323.9,13057231.3,1533843.7,449543.8,429388.0,449543.9
10894167,Progressive - 14-03 - 14-21 Heyson Road,4-15627-0021,4299224,14-03 - 14-21 Heyson Road,Queens,11691,26,50,95.7,102.1,81.4,2400395.9,2561679.2,3.3,120.1,127.0,102.1,3011134.5,3184240.9,280410.8,82183.7,82813.2,82183.7
10894237,Progressive - 129-11 Jamaica Avenue,4-09281-0044,4525224,129-11 Jamaica Avenue,Queens,11418,90,50,60.5,61.5,85.8,6933420.7,7047571.5,5.7,98.2,98.3,139.3,11258227.8,11273665.1,2273220.6,666242.8,648754.7,666242.8
2694382,DEPM 2618 - 863 Park Ave,1-01412-0001,1043184,863 Park Avenue,New York,10075,69,50,78.8,86.5,90.9,4173057.2,4578414.3,4.5,106.9,114.6,123.4,5660663.6,6070074.4,805927.0,236203.7,236203.7,236203.7
20408384,Daisy Management : 308 East 38 Street,1009437502,1021916,308 East 38 Street,New York,10016,62,50,63.3,66.4,68.6,6433431.5,6746069.3,7.4,111.7,113.7,121.1,11353088.4,11555612.6,2627420.1,770052.7,748993.4,770052.8
9469622,O'brien's: 1321 Oak Point,2027690080,2006846,1321 Oak Point Ave,Bronx,10474,74,50,23.7,26.0,38.8,665515.6,731570.0,1.4,33.0,35.5,54.1,928133.7,997490.9,131052.8,38409.4,38409.4,38409.4
2704684,DEPM 2374 - 128 Central Park South,1-01011-0045,1023758,128 Central Park South,New York,10019,76,50,54.8,58.3,66.3,5254878.0,5588718.8,4.7,86.4,89.3,104.4,8277700.4,8556566.4,1577187.7,462247.2,450244.7,462247.3
6690543,Stellar - 395 East 151st Street,2-02398-0027,2001666,395 East 151st Street,Bronx,10455,3,50,127.0,134.1,81.0,4617202.0,4875422.8,8.9,188.1,194.1,120.1,6840168.7,7056067.5,1138346.6,333630.3,324380.0,333630.3
15971407,(6022) - Extra Building 94-31 59 Ave/94-30 58 Ave,4-01911-7501,4047258,94-31 59 Avenue,queens,11373,100,50,1.4,1.4,38.1,1007707.3,961648.0,0.4,4.0,3.8,106.5,2821580.6,2692614.4,1007707.3,295342.1,281842.9,295342.1
15569107,DEPM 1000 - 1035 Fifth Avenue,1-01496-0071,1046826,1035 Fifth Avenue,New York,10028,94,50,58.0,62.8,88.1,14403708.9,15603611.2,3.5,82.1,86.7,124.9,20403305.2,21557519.5,3016806.2,884175.2,866475.8,884175.3
12051143,Stellar - 3505 Broadway,1-02090-0029,1062361,3505 Broadway,New York,10031,48,50,91.6,99.3,90.4,5687480.4,6163281.5,4.5,121.3,128.1,119.7,7529640.7,7951531.2,994037.3,291335.6,281729.6,291335.7
2669492,AKAM - 207 East 57th Street,1-01331-7503,1087269,207 East 57th Street,New York,10022,11,50,85.9,89.5,63.5,9889155.0,10307228.5,11.9,167.1,171.8,123.5,19239594.4,19780802.8,4637098.2,1359055.6,1368636.1,1359056.0
15568364,AKAM - 77 West 55th Street,1-01271-7501,1034856,77 West 55th Street,New York,10019,18,50,89.4,89.3,71.6,16087567.4,16069745.3,8.6,154.8,154.0,124.0,27868838.6,27723232.3,5347385.3,1567228.8,1544441.2,1567229.0
4946131,AKAM - 130 Water Street,1-00039-7501,1000884,130 Water Street,New York,10005,6,50,106.4,112.3,71.6,10394913.4,10973835.6,13.9,193.4,198.9,130.1,18888933.7,19429012.6,4667131.9,1367857.9,1360550.1,1367858.0
3111799,DEPM 2584 - 40 East 80th St,1-01491-0048,1046451,40 East 80th Street,New York,10075,37,50,59.7,62.3,54.9,6651163.8,6941787.9,10.7,130.2,133.3,119.6,14494276.9,14843909.7,4076117.0,1194641.4,1194641.4,1194642.0
6292389,ZARA - 88-15 144 St LLC,4-09686-0010,4206966,88-15 144th Street,Queens,11435,82,50,81.4,84.4,103.8,3059636.6,3175560.5,4.0,109.8,112.8,140.1,4129857.4,4241566.6,524136.5,153615.6,151939.0,153615.6
6410228,130-35 Merrick Blvd,4124940008,4442286,130-35 Merrick Blvd,Queens,11434,60,50,232.5,236.0,258.8,7969219.8,8087959.0,54.8,571.5,575.1,636.2,19585390.5,19710066.6,6410119.8,1878698.4,1878698.4,1878699.0
4945801,AKAM - Hilltop Village 3,4-10538-0070,4434613;4434614,87-50 204th Street / 202-35 Foothill Avenue,Quuens,11427,39,50,76.9,80.6,72.0,16592298.6,17396846.5,5.3,113.0,116.3,105.9,24401085.7,25112546.6,3988098.3,1168844.6,1146517.7,1168845.0
4950993,AKAM - 420 West 25th Street,1-00722-7501,1087713,420 West 25th Street,New York,10001,12,50,71.4,73.3,53.6,6750153.1,6935531.2,11.3,142.1,144.2,106.8,13446052.5,13640699.5,3633366.7,1064878.7,1064878.7,1064879.0
4998577,DEPM 2572 - 350 East 72nd Street,1-01446-7501,1072637,350 East 72nd Street,New York,10021,97,50,40.6,41.4,67.7,2914831.8,2971665.8,6.0,79.7,79.2,132.9,5719949.2,5683011.3,1519643.3,445381.9,429201.5,445382.0
2803900,DEPM 7552 - 167 East 61st St,1-01396-0033,1041986,167 East 61st Street,New York,10065,8,50,84.7,89.7,60.3,22093307.8,23377458.7,11.7,165.0,170.8,117.4,43016662.4,44519501.5,10410616.3,3051176.7,3043460.0,3051177.0
2665463,Stellar - 4241-47 Broadway,1-02176-0138,1064282,4241-47 Broadway,New York,10033,16,50,125.3,129.6,96.0,9166526.2,9479681.0,7.7,178.7,182.0,136.9,13070381.6,13313812.8,1968873.8,577043.8,562744.5,577043.9
4407517,SW - 47-09 Skillman Avenue,4-00148-0001,4001355,47-09 Skillman Avenue,Queens,11104,61,50,89.3,95.6,96.3,5455021.3,5835840.1,3.1,113.5,119.2,122.3,6929226.0,7275868.7,686544.9,201214.8,192302.2,201214.8
10894246,Progressive - 3629 White Plains Road,2-04647-7501,2129019,3629 White Plains Road,Bronx,10467,98,50,41.0,41.0,82.9,3828954.8,3828954.8,10.3,104.5,104.5,211.6,9771147.3,9771147.3,3286139.8,963112.4,963112.4,963112.5
4951990,AKAM - 350 West 53rd Street,1-01043-7503,1025247;1025248,350 West 53rd Street,New York,10019,7,50,99.5,104.3,68.8,5234461.7,5485295.6,12.6,179.4,184.4,124.0,9438465.5,9701841.0,2252731.8,660237.8,660237.8,660237.9
4946278,AKAM - 2250 Broadway,1-01228-7501,1070992,2250 Broadway,New York,10024,28,50,77.8,81.5,66.0,11657203.4,12212753.1,10.9,146.9,150.8,124.6,22016601.0,22599928.2,5586592.8,1637336.5,1637336.5,1637337.0
2673439,DEPM 1408 - 1040 Park Ave,1-01498-0033,1046852,1040 Park Avenue,New York,10028,86,50,68.8,74.3,92.5,11186107.5,12090489.7,3.9,96.1,101.3,129.2,15628214.3,16474609.2,2218743.7,650276.5,632991.9,650276.6
